predicted_label,komentar
pembalakan liar,knp allah kasih bencana krn jd manusia jg mikir jgn salahin cuaca ekstrem dll ulah syp klo presiden lu yg ngedukung deforestasi ugalugalan lu bnrn buta purapura buta sm fakta
sosial kemanusiaan,apaaa gak salah lihat nih yg negara
alih fungsi hutan,jirrr yg izin tebang pohon gak tri
kebijakan pemerintah,emang presiden yg turun hujan
alih fungsi hutan,yg ngasih ijin nebangin pohon perintah
sosial kemanusiaan,aja komen
kebijakan pemerintah,susah kocak presiden kalo lo presiden
sosial kemanusiaan,bego
sosial kemanusiaan,tobatlh lambat
kebijakan pemerintah,hubung presiden jaga bersih sumatra buang sampah sembarang
kebijakan pemerintah,lo bencana alamkok nyalahin presidenkok gak mikir to orang
kebijakan pemerintah,pikir presiden tiri nya naruto muncul mna sja
sosial kemanusiaan,bego
pembalakan liar,otak dungu
komentar biasa,tolllol dah tol loll pelihara
sosial kemanusiaan,yess
sosial kemanusiaan,sugra
sosial kemanusiaan,sugro kak
pembalakan liar,iyaa bahasa arab sugra
sosial kemanusiaan,ya allah astagfirullah moga ga ngalamin ya
sosial kemanusiaan,aamiin ya allah ya rabbal alamin
komentar biasa,orang tinggal udah kiamat karna kurang populasi
komentar biasa,klo ga salah kiamat sugro deh
pembalakan liar,iya
sosial kemanusiaan,kak
sosial kemanusiaan,bner
pembalakan liar,iya
komentar biasa,ga kabar aceh
perubahan iklim,bencana gempa banjir tsunami dll udh kiamat mba
pembalakan liar,ga
sosial kemanusiaan,hadehhh
sosial kemanusiaan,bener kk
sosial kemanusiaan,iyaa
pembalakan liar,orang sakit yg rs jg
sosial kemanusiaan,kak akku haid video lwt pikir perempuan yg haid gmn ya hamil bayi lansia orang yg rumah sakit gmn yaa
sosial kemanusiaan,bkn mlh ksi mlh mikir gimna yaya susah
sosial kemanusiaan,haid kak haid pagi jam malam banjir dtg bener bener luar rumah dada org dewasa ya allah malam nyelamatkan asa barang ga harga kecuali keluarga selamat
sosial kemanusiaan,gmn kbr km keluarga kak
sosial kemanusiaan,alhamdulillah kak selamat suami ku aceh kak tgl pagi ga kabar kabar tgl doang hut tahan makan ubi pisang hutan pulang kampung jalan banjir aceh ga tidur mikirkan suami
sosial kemanusiaan,ya allah kak akku doa moga kumpul suami nya kak akku doa suami tahan bantu yg
sosial kemanusiaan,kak makasih ya doa alhamdulillah kak suami jalan pulang susah titik yg genang air sampe skrg nunggu kabar
sosial kemanusiaan,ya allah
sosial kemanusiaan,smga g korban jiwa aamiin
sosial kemanusiaan,jalan kaki kak puluh kilo meter terjang banjir gendong anak
sosial kemanusiaan,kak kbr km anak gmn kak skrng anak kk umur brp
sosial kemanusiaan,ya allahsmg kk kuat dlm jalan musibah inidan moga allah ada lekas baik
sosial kemanusiaan,jgn lupa hewan jg kak mrk jg makhluk tuhan
sosial kemanusiaan,iya kaa samaa yaaa allah smg allah tolong baik utk saodara dssana aamiin yaa rabb
sosial kemanusiaan,aamiin
sosial kemanusiaan,suami aceh moga cepat baik y allah
komentar biasa,pikir kak gaza kemaren
sosial kemanusiaan,ku hewan sih
sosial kemanusiaan,gmna selamat ya allah
sosial kemanusiaan,bener banget
perubahan iklim,laut tsunami sungai banjir
sosial kemanusiaan,yg jalur sungai yg alir yg lewat air yg bekas alir sungai mukim dsana saking besar volume air penuh alir trsbut sabar tabah saudaraq sibolga sumbar
alih fungsi hutan,dri hujan tanah yg tdk serap air akibat dri gundul hutan
sosial kemanusiaan,laut
sosial kemanusiaan,ya allah sperti sunam ya
pembalakan liar,iya
kebijakan pemerintah,usut dlu jngn main salahin presiden jngn nyalahin jawa jkrta yg nyuruh nebang pohon uang kmn gtu lari kmn uang kyu itu
sosial kemanusiaan,iya ngeri rasa ga bayang betapa panik aamiin
kebijakan pemerintah,zaman jokowi trus sunam aceh salh jokowi
pembalakan liar,kau pikir anak si gibran fufufafa si planga plongo
kebijakan pemerintah,jaman si wiwi byk hutan gundul trus lanjut lg si wowo tuju hutan babat trus tanam sawit baca woi krn hutan babat bod bener
sosial kemanusiaan,iya ka kadang pontang panting kejar yg kalo alloh ambil ya gampang bngt ya ka
sosial kemanusiaan,iyaa kak ya allah
sosial kemanusiaan,musim hujan dampak sungai pasuk mode luap air alir deras sungai bingung kali gak tahan air tempatjalurnya jelajah muka duduk rusak rumah manusia sekitar sungai ubah segi hutan biasa kuat tanah sungai tahan debit air tinggi rumah manusia yg korban manusia rusak dgn tebang pohon yg salah
pembalakan liar,bilang coba spill kak
sosial kemanusiaan,bantu jelasin ya ka tetap bencana nasiaonal perintah daerah tangan kalo tangan daerah lngsng tetap bencana nasional cmiw
komentar biasa,kak berita sliweransearching aja lupa lihat akun apa
sosial kemanusiaan,kepala bnpb nya kk cekam asli baik statmentnya
alih fungsi hutan,pemdanya sanggup tahu bencana cuaca jarah hutan alih fungsi hutan
sosial kemanusiaan,ajar kak uu gimana tanda bencana nasional tetap
kebijakan pemerintah,pemrintah tkut tetap bencana nasional kthuan global hutan negeri hancur
kebijakan pemerintah,alas pondasi nya kak bencana jadi bencana nasional tulis uu no tanggulang bencana alas perintah takut valid
kebijakan pemerintah,bencana nasional perintah suda atas bantu perintah pusat nama bencana nasional
alih fungsi hutan,karna takut tahu sebab banjir karna tebang hutan ya
kebijakan pemerintah,bencana nasional pemrintah bantu warga negara
sosial kemanusiaan,kak perintah daerah sanggup dinytakan bencana nasional
sosial kemanusiaan,ini daerah istimewa negara negara
kebijakan pemerintah,ga berani myalahin presiden
alih fungsi hutan,pemdanya sanggup tahu bencana cuaca jarah hutan alih fungsi hutan
alih fungsi hutan,emng udh tahu sebab bala liar hutan
sosial kemanusiaan,baca ya
sosial kemanusiaan,yg bahas tipul
sosial kemanusiaan,aamiin
sosial kemanusiaan,aamiin
alih fungsi hutan,mesem wae salam jawa hama borneo
komentar biasa,ga nyampe ya aceh kmn ya tu duit
alih fungsi hutan,sih udah sumatera kak
sosial kemanusiaan,lu rebah bloughh gatau
kebijakan pemerintah,terima kasih kabar apa mana makan
sosial kemanusiaan,terimakasih orang
pembalakan liar,bikin jleb hati orang sunda tetep aja tinggal pulau jawa
pembalakan liar,moga uang sembah natal nasional orang sumatera
sosial kemanusiaan,terus buat dapet stempel hama hama hak manusia
sosial kemanusiaan,bener banget kk
sosial kemanusiaan,donasi ikhlas aja capai m bayang uang pajak rakyat tahun berapapantasan perintah takut kalo rakyat gak bayar pajak
sosial kemanusiaan,rakyat rakyattt
sosial kemanusiaan,rakyat rakyat
sosial kemanusiaan,warga bantu warga
sosial kemanusiaan,rakyat bantu rakyat
sosial kemanusiaan,the real warga bantu warga
pembalakan liar,keren yaaaa manusia pantes takut sma doi
kebijakan pemerintah,guna ferry tri zulkifli hasan
sosial kemanusiaan,rakyat rakyat
sosial kemanusiaan,dri rakyat rakyat
sosial kemanusiaan,rakyat rakyat
sosial kemanusiaan,dpr be like ga ngeluarin duit nih
sosial kemanusiaan,moga sasar donasi
kebijakan pemerintah,bubarin aja gas dpr
pembalakan liar,jujur orang guna dpr jabat
sosial kemanusiaan,aamiin
sosial kemanusiaan,tanam ganja gk habis nya dsna allah murka
sosial kemanusiaan,hnya klihtan dn kabar agama tpi fakta dri gk percya silah tetangga dn berkwan sma mreka tau asli
sosial kemanusiaan,merdeka kena sunam habis tenang isu pisah kena musibah udah ingat klo perhati
sosial kemanusiaan,salam sumatra iman mu uji nya sekian terimakasih
sosial kemanusiaan,oh iman yg gmn bang yg d cctv masjid sibolga ya
sosial kemanusiaan,yg sibolga kn serverny yg mngguan ngab ibadahny kbanyakan
pembalakan liar,doa yg semuga orang orang diaceh dlm lindung allah swt aamiin aamiin yarobbalalamiin dari malaysia
sosial kemanusiaan,kaum otenkayak si oten ga kena bencana aja
pembalakan liar,oten pahamlebi diam aja kau babi makan babi aja kau
komentar biasa,apasihhh yaa emg kondisi alamm d mreka yg astronomi lintang d indonesia smentara yg gk jg klu lht posisi emng aceh krn bwhnya langsung samudera hindia jg coba ajar dlu lintang katulistiwa dehh biar gk d hubungkn ama yg mistis
sosial kemanusiaan,maaf kkmusibah bkn d acehtp d sumut sumbar jg kl tuhan sdh berkendak musibah dmn bs
sosial kemanusiaan,duduk yg salah emg letak geografis nya tuh provinsi yg rawan bencana jgn dikit nyalahin duduk nya kayak lu gak dosa aja
komentar biasa,orang nak bencana gak komen elu cuman aceh no sumatra nak tar timpa diri gimana
sosial kemanusiaan,saudara salah hina hina doa saudara sumatera aceh prayofsumateraprayofaceg
sosial kemanusiaan,allah uji hamba batas mampu aceh uji allah tau aceh hadap uji dlu aceh tinggal tsunami aceh maju yg dlu nya ga trlalu kenal dunia smpai cr aceh jacki chan aceh skrg yg kena banjir ni daerah pinggir kota mgkin stelah musibah maju daerah jdi istilah daerah upgrade
pembalakan liar,keren kali bahasa mu upgrade tutup pikir jahat mu indah mu
sosial kemanusiaan,jaga ucap tengah bencana
sosial kemanusiaan,introspeksi depan nya jaga pikir jaga ucap jaga tingkah laku doa
sosial kemanusiaan,atw buruk uji umat umat manusia agama syukur apa jadi buruk allah uji bencana kemudi barokah
pembalakan liar,akibat serakah jabat yg rusak hutan masyarakat yg nanggung dampakx
perubahan iklim,yaallahh uda kyk tsunami
sosial kemanusiaan,titip milik yg sungguh ngambil ya ga terima staysafesumatera
sosial kemanusiaan,alhamdulillah dilangsa udah nyala listrik gak gas masak orang tua tahan lapar gak sanggop liat anak lapar
pembalakan liar,susunguhnya derajat mata tuhan
sosial kemanusiaan,ya allah kesabarandan angkat musibah mu
sosial kemanusiaan,yaallah yarabbkeadaan org org sana gimana ya
sosial kemanusiaan,musuh yg sbnarnya teman yg stiap butuh air
sosial kemanusiaan,moga bantu ga bayang lapar udah ga sapu banjir
alih fungsi hutan,pray for sumatera
sosial kemanusiaan,tuhan cipta akhirat karna bumi adil akhirat tentu adil
sosial kemanusiaan,ya allah
sosial kemanusiaan,innalillahi
sosial kemanusiaan,ngeri nyaa
sosial kemanusiaan,oh tuhan tolong
sosial kemanusiaan,yaallahh
sosial kemanusiaan,ya allahhh
sosial kemanusiaan,allohu akbar
perubahan iklim,banjir dah kaya tsunami
sosial kemanusiaan,syukur tidur kasur yg kering masihbisa makan walo mewah lihat peluk anak anak alhamdulillah
sosial kemanusiaan,sehat sehat
sosial kemanusiaan,musibah alam musibah aja mana saja
alih fungsi hutan,bala hutan giat ilegal rusak alam motong kayu gelonggong manusia salah bang
sosial kemanusiaan,salah mafia
sosial kemanusiaan,nyalahin bumi bumi samasama cipta tuhan
sosial kemanusiaan,yg nyalahin bumi bang bumi udh
alih fungsi hutan,long sor tebing gondol tanah pegang akar pohon suda gondol tanah kena hujan lembek merosot long sor payah jawapan nya kayu jual mahaaaaaaaaaaaaaaaaaal
sosial kemanusiaan,iya salah
sosial kemanusiaan,nalar manusia tpi hendak yg mha kuasa dlm genggam ya
sosial kemanusiaan,bnar
alih fungsi hutan,potong kayu liarpembuangan sampah sungai gundul hutan emang salah hewan
pembalakan liar,tpi pjbt gak phm tuhan ngk takut pdhl jnji pimpin sumpah bawah aqur an
sosial kemanusiaan,ngomongin jabat ngaca
sosial kemanusiaan,banget tegur ingat lupa
sosial kemanusiaan,iya bener berbaenah
sosial kemanusiaan,daya jadi bencana badan gemetar pikir kmna berfikir betapa dosa nya
kebijakan pemerintah,bukti perintah pusat anggap lebih internet muncul indonesia jawa tuju perintah suku jawanya
sosial kemanusiaan,mohon dibacaaaa
sosial kemanusiaan,n
alih fungsi hutan,kalo pas sehat bilang jawa hama kalo pas sakitmusibah mf jawa yg salahin aneeeh
sosial kemanusiaan,astaghfirullah alazim jgn debat saudara prihatin sdr dpt musibah doa yg
pembalakan liar,ngungkapin uneg krn nya viti dr sono bilang jawa hama dll tp yakilah dlm hati doa dlm hati semuga sodara yg lg kena musibah dlm kondisi dlm lindung alloh aamiin
alih fungsi hutan,orang tukang ngadu domba sumbar suami jawa aceh yg tinggal krna lapar bantu
pembalakan liar,ya orang males donasi gin
kebijakan pemerintah,ya masyarakat muak perintah muncul bukti
sosial kemanusiaan,ya masyarakat emang sana doang sampe bawa ras ya jujur ga respact
kebijakan pemerintah,bencana hendak sang cipta perintah suku jawa kendali bencana alam
alih fungsi hutan,yg bilang jawa hama sumatra
pembalakan liar,orang sumatera kanemang sumatera orang nya suci bukti orang sumatera yg rantau jawa kak tuh lintah darat suku baak bangettrus tuh begal banyak lampung edar narkobahati hati kak orang jawa diam kalo muak heran balas halusbisa yg sumatera usir
kebijakan pemerintah,iya benerkita yg d pulau jawa salah muluskrng jg anggap nya jawa jg yg d utama d lapangn rawan tni basarnas orang jawa
kebijakan pemerintah,coba liat perintah udh salurin bantuancoba nonton tvjngan ap nyalahin pemerintahtabayun dlu
pembalakan liar,mah htinya bnci truspadahal kmu orang yg dampak
alih fungsi hutan,kalo perintah ya perintah nya kak jawapemerintahan pusat kota sebar jawasedangkan jawa luas jawa jawa barat jawa timurkami yg jawa gak rasa keadilaninfrastruktur aja jawa beranta gak gagas perintah kokmakanya hutan babat masyarakat daerah situ tolak babat hutan rusak alamcontohnya orang jawa jateng jatim yg gunung lawu tolak kak tambang ambil gas alam yg gunung lawu sadar rusak alam
kebijakan pemerintah,klo bencana doa tdk bantu materi tenaga salah hujat
komentar biasa,biar asli jawa peduli berita
sosial kemanusiaan,betulll asli semenjak org yg pojok jawa jd ga respect lg bncana
sosial kemanusiaan,masyaalloh allohu akbar
sosial kemanusiaan,allah kak alloh
sosial kemanusiaan,baik kak salah arti ituu
pembalakan liar,rumak orang nasrani
sosial kemanusiaan,foto sungai jembatan nago putus ya kk
alih fungsi hutan,udah gitu rumah nya gk kepakek mindah
sosial kemanusiaan,tahu kalimah
sosial kemanusiaan,masya allah
perubahan iklim,batas banjir
sosial kemanusiaan,kode allah masjid jalan putus jalan ku
sosial kemanusiaan,masyaallah
pembalakan liar,masjid gereja tetep kokoh
sosial kemanusiaan,agama kak
sosial kemanusiaan,emang bawa agama kak
sosial kemanusiaan,baca yg bener konteks agama dek
sosial kemanusiaan,halah bilang bawa agama
sosial kemanusiaan,bawa bawa islam agama nama bawa bawa agama
sosial kemanusiaan,emg ngpa ko lu yg repot
sosial kemanusiaan,yh liat masjid ibadah agama islam
sosial kemanusiaan,kalo ga ngerti diem percaya orang islam
pembalakan liar,komenmasjid mushola ga geming
sosial kemanusiaan,bwetul hnya titipansekaras apa kitangumpul knkl yg maha kuasa ndk hitung mnit
sosial kemanusiaan,yl
pembalakan liar,yg gak sadar jabat senang nya koropsi
sosial kemanusiaan,ya betull kk
sosial kemanusiaan,yaaa bang
sosial kemanusiaan,apalg besi
sosial kemanusiaan,bener kk gk nya titip sang ilahi
sosial kemanusiaan,azab tuhan nyata
pembalakan liar,kl sdh gin azab laku manusia
sosial kemanusiaan,boro bawa hartakadang bawa anak salah bawa bantal
sosial kemanusiaan,bg
sosial kemanusiaan,betul
sosial kemanusiaan,xmulai dri skrg bnyk buat baik bnyk sedekah dg dg hewan
sosial kemanusiaan,jd aset digital
pembalakan liar,kasih gw
sosial kemanusiaan,dpr yg
sosial kemanusiaan,arti
sosial kemanusiaan,tpi mnusia rakus kasih gunung pjbt negri
sosial kemanusiaan,bnr banget mkny hdup ni slgi msih bs nikmat yh nikmat aj
sosial kemanusiaan,bantu tv one jg tvone peduli aceh sumaterabni vt ku ka ku share jg
sosial kemanusiaan,lihat tv pegang hp trs g lihat berita tv one yg nonstop beritanyabantuan byk
komentar biasa,akun grindra
sosial kemanusiaan,aceh tamiang tinggal kak krna lapar bantu
kebijakan pemerintah,lu perintah daerah oon ngapain nyalahin jawa bupati gubernur lu kemanagk kerja kahhutan pohon digundulin lu warga situ diem aja gk protes gilir kena bencana nyalahin jawa
pembalakan liar,bgt kutuk ampe kaget
kebijakan pemerintah,awas batu
pembalakan liar,kaget ngerasa jawa
alih fungsi hutan,maklum sj krn otak sdh konslet sdh tdk bs pikir dg jernih bijak
kebijakan pemerintah,gkn denher perintah lokal pusat sm aja sistem ajak aja yg pentimg duit duit keserakajam gk mikiri akibat nya akibat
pembalakan liar,yg kutuk orang jawa alhamdulillah kutu ga kobul allah ya allah lindung pulau jawa isi
pembalakan liar,kutuk manusia hati busuk
sosial kemanusiaan,aceh merdeka doa moga banjir nya besar
sosial kemanusiaan,ucap org b ngz ddtt berpeng ruh p ucap hampir klrgmu sndri
pembalakan liar,lahhh sdm rendah nihh yg sumatera kaget jawa kutuk lo lo tuhan main kutuk ajaa kau aja ku kutuk ku kutuk kau anj
komentar biasa,hantam bencana otak hati busuk kek gitumatilah kau njn
pembalakan liar,pribadi kutuk doa keluarga sisa
komentar biasa,waduhngeri x ucap kau ini apa orang aceh kek kau semua kl iyaya gk heran kl kena musibahakibat sumpah serapah sendiri
kebijakan pemerintah,yg kutuk perintah jawa g salahkutuk
sosial kemanusiaan,butuh brpa komen bang
pembalakan liar,slam marah melestarikannyabegitu kitakalau main orang marah
alih fungsi hutan,manusia semut yg gigit matiin smua sau sarang
sosial kemanusiaan,gmna yg bsa selamatin mobil
sosial kemanusiaan,iya y k harta titip klu allah istikomah dn tawakal
sosial kemanusiaan,ckup sabar dn iklhas kn
sosial kemanusiaan,klu harta cari
sosial kemanusiaan,sayng mobilyg utama nyawa ads toko harta cari
sosial kemanusiaan,syg nyawa
sosial kemanusiaan,sayang mobil sayang nyawanyamobil beli gak beli hilang mobil hilang nyawa
