predicted_label,komentar
kebijakan pemerintah,demo agustus prabowo subianto sisih cina demo makan korban jiwa rusa parahlogika bencana nasional banjir indonesia prabowo subianto mengcancel acara dijakarta harga tolerir korban banjirdimana hati nurani mu prabowo subianto pimpin ri
sosial kemanusiaan,isi yg koment buzzer nya udah lahh situasi momenttum narasi bau pecah belah satu lu hidup indonesia nemu ilmu ikhlas kaya nya dunia main hidup bumi ga beda makna dunia bumi
sosial kemanusiaan,tetap status darurat nasional bang nangkep ngak sih bang provokasi ngasih saran bang alas uang kacau emang
sosial kemanusiaan,nyimak
sosial kemanusiaan,alhamdulillah bg gua tggl lubuk sikapingsumbar alhamdulillah daerah gua gk banjir
kebijakan pemerintah,bubar bubaaaaar endonesah bubaaaar daerah ga diperhatiin gilir izin rusak lingkung auto tuju
sosial kemanusiaan,tolong kembali indonesia ku
sosial kemanusiaan,sumatera gaza doang dosa bang ferry
sosial kemanusiaan,hayo aceh kalo sulit awas lo kalo merdeka
sosial kemanusiaan,masyarakat jebak karna akses putus jadi bencana pemda yg harap sanggup
kebijakan pemerintah,takut anggar habis makan ga tetap bencana nasional
sosial kemanusiaan,alhafidnh iya dengar kayak gitu bro
pembalakan liar,ya allah swt betapa rapuh hamba hadap
kebijakan pemerintah,data yg bas scientific ijazah dgn mudah bukit dgn scientific negara tdk urus ijazah tdk selesai
alih fungsi hutan,duit sawit kayu jawa sumatra butuh duit panggil jawa
kebijakan pemerintah,datar tinggihutan habisdaerah resap air nga yaaaah bebas luncur air hukum alam alami
kebijakan pemerintah,orang jawa pikir kaya lari pulau jawa sembunyi aset negara rendah pajak singapore negara pulau hongkong pikir top orang kaya indonesia nasionalis wkwkw
kebijakan pemerintah,miris perintah
alih fungsi hutan,bang fery jgn takut presiden tanggung kayak kereta api cepat udh jls rugiin negara ttp jln gk mas hutang dtanggung th skrg gk suara banjir rusa hutan baik th jg cumen yg gk temn kebahagian hilang cinta hilang kasih sayang keluarga temen sahabat maupn yg py persiden jabat rasa jerit hati rakyat balik yg rugi yg alami tebang hutang tambang sana rakyat hy kayak gin aja keluh kesah disosmed saudara smua sumatera yg alami bencana sell kuat dalm hadap pray for sumatera
sosial kemanusiaan,tuju bang sepupu sodara korban sana rumah tel banjir motor hanyut hubung listrik sinyal sedih bang kampung halaman rusak karna tambang
sosial kemanusiaan,mata picek congor congor s u ngomong adil waktu rakyat kena musibah
sosial kemanusiaan,asli sumatra lahir sumatra sama orang sumatra orang jepang masarakat jepang lemah karna jepang masarakat lindung masarakat biasa ancam mas rakyat nya kuat kuat lawan cuaca buruk badai kena bencana slah dalih banjir akibat rusa lingkung yg rusak gin kualitas negriku ya
kebijakan pemerintah,masyarakat jarah bantu pemda pusat tutup mata bencana nasional
alih fungsi hutan,kayu gelondong tanah gundul tambang bukti negara gagal awas negara
pembalakan liar,sok tau lu bang
kebijakan pemerintah,pimpin tinggi presiden mah cuman tki tahun aja sebenernya pimpin tinggi negara the hidden throne
sosial kemanusiaan,sok tahuu benarrrrr provokasi bangg
kebijakan pemerintah,kavkawasdie pilih presiden kalo tinggi
kebijakan pemerintah,indonesia mah jawa doang luar jawa negara
sosial kemanusiaan,sayang congor busuk mesti kalo ngomong bencana kait adil cuuuk mesti ngomong penanganancuuuk ayooo tantang kau debat kait nang bencana
pembalakan liar,loh bukti ngak adil nya sorry bang bantuin channel sakit banget bang gilir palestina aja panggung internasional ngirimin tni dst nya pusing ngak
sosial kemanusiaan,patartimotiustambunankamu bisa nyocotturun lokasi berani gak dancuk adil dunia in gak bego manusia yg otak busuk cuuuk
alih fungsi hutan,ayo tanam sawit
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,aceh bener riah gayo lues isolasi blom jarirangan internet telepon
alih fungsi hutan,akibat orang yg raka yg rusak alam juta pohon tebang hewan hutan bunuh alam rusak marah alam rusak nya laut darat karna ulah manusia mari jaga alam tanam juta pohon biyar alam gk marah salam bengkulu
kebijakan pemerintah,orang serakah kalo ngak ijinin perintah knp partai oposisi perlu biar dengar suara rakyat
pembalakan liar,yup bener daerah yg bencana kayak provinsi riau tinggal dampak ekonomi jelang naik harga sembako naik cepat
sosial kemanusiaan,tukut deforestasi yg teriak kayak gitu
sosial kemanusiaan,yg sayang negri cinta kena musibah diam negara contoh palestin orang alang dana negri negri butuh koar koar bela palestin negri sakit
kebijakan pemerintah,akibat si luhut kroni nya yg serakah main tebang pohon sajadi daerah rumah luhut yg ting sampah mmg brengsek si luhut ting indonesia
pembalakan liar,jabat kroni gk yg mundur tanggung bajing
sosial kemanusiaan,nang banget tinggal bangka belitung deket sumatera ya allah bantu saudara
sosial kemanusiaan,cari mafia yg izin buka lahan nebang pohon serakah bangsattt
pembalakan liar,perintah bang selidik partai oposisi bang khan partai oposisi ngak takut ketua partai bang
kebijakan pemerintah,salah tata kelola negara
pembalakan liar,riau rasa naik harga bahan pokok
alih fungsi hutan,kmenhut kayu glondongan bala liar waooo kemenhuttt lohh bicara sopan skalii pohon roboh rapi ya lorddd
sosial kemanusiaan,guys bencana harga cabai ribu kilo susul pangan akses jalan utama putus total
sosial kemanusiaan,sumatera ambil pikir hebat sumber daya biar sulit rakyat
sosial kemanusiaan,sumatra
sosial kemanusiaan,akhirnyaa the king kryptoo ber suwara jugaa
kebijakan pemerintah,resiko presiden omom omon
sosial kemanusiaan,percaya rayu rayu
pembalakan liar,ngak pa pa bro berlakukalian tetapnkri harga mati warga sumatera mati
pembalakan liar,nama presiden lansia lamban domo yg ojol lindas gak tau situasi jakarta aja gak tau sumatera tau bisik nya gk suka dg sumatera
sosial kemanusiaan,bang ak sedih dgn bencana indonesia krn sy posisi d hk yg sdng duka dgn musibah bar api temen juang gugur msh blm d temu bang tdk d indonesia tdk d hk marah kecewa dgn sistim perintah indonesia yg kes lamban tangan bencana musibah musibah d indonesia musibah tp musibah ulah yg rakus kaya alam d indonesia korban rakyat yg tdk nahu
kebijakan pemerintah,duka yaampunitu udah korban lho miris banget sebenernya gktau expect perintah udh hancur harap cepat bantu warga daerah dampak
sosial kemanusiaan,anjing kau fer
pembalakan liar,lu knp kocak
sosial kemanusiaan,si anjing tau sopir bus ugalugalan you gak henti tragedi susul buka data faisal basri deh kunci noblesse oblige iq ferry byk yg pintar diam yg gak satu iq yg korban orang ambil untung anjing kau yg pintar gak henti kaki tangan otak mastermind f u
kebijakan pemerintah,harap menteri hutan jabat beri izin tuntut mk sdh pnh ingat tp cengengesan menteri nya
sosial kemanusiaan,astaqfirullahgusti kulo nyuwun ngapuro
sosial kemanusiaan,sayang musibah manfaat org yg agenda seteru daerah dgn pusat yg tuh bhy bgt bibit musuh
sosial kemanusiaan,hidup jokowiiii
pembalakan liar,yg tanggung jawabtidak korban
sosial kemanusiaan,bang integritas hrs kompeten ga ckp slh integritas utk jd kompeten tp kompeten integritas spt mobil rem api air daya rusak aplg bang klo nya ga adadouble killl
kebijakan pemerintah,izin tambang hasil kelola perintah pusat gilir dampak bencana urus daerah masyarakat
sosial kemanusiaan,usaha bikin sampah bersih biaya wkwkwk
pembalakan liar,sipirok salah camat yg lumayan parah pemda nya yg babakbelur tandatanda hadir pusat
pembalakan liar,parah usaha toba nya luhut
kebijakan pemerintah,enak aja bencana genang air udah tau sawit tanam nasional milik usaha president pohon bantu ekonomi milik lahan gelintir org klo ngomong jgn sampe bikin org rugi
sosial kemanusiaan,satir
sosial kemanusiaan,semangat presiden prabowo ferry irwandi
sosial kemanusiaan,sumatera indonesia kah satir
kebijakan pemerintah,masyarakat daerah alih perhati perintah daerah perintah provinsi indonesia anut otonomi daerah perintah daerah dampak lumpuh perintah provinsi lumpuh kantor dprd provinsi luluh lantak anggota hilang mampu pikir perintah provinsi dprd tunggu perintah pusat putra baik daerah paham daerah pilih endap uang perintah bank bunga deposito gelontor uang tangan masyarakat one last point mata perintah pusat abai oknum usaha sebab gelondong kayukayu pusat kota jabat daerah putra daerah yg oknum mana lari masyarakat salah perintah pusat
sosial kemanusiaan,bang lahir batas sumut riau akses jalan didik jawa domisili padalarang yg rasa sumatera dr infrastruktur didik
sosial kemanusiaan,org jawa tp lahir sumatra hepi syukur tinggal d sumatra takdir sumatramudahan lekas pulih aceh sumut sumbar
kebijakan pemerintah,jabat bilang buka bencana nasional loh rada rada senget jabat
sosial kemanusiaan,medan surut bang ya rumah ku tengelam atap alhamdulillah mas selamat
alih fungsi hutan,prihatin sedih marah kacau aceh sumut sumbar puncak gajah mati seret air bah material kayu manusia rakus rusak sisi manusia dosa korban alam sembuh proses binasa pray for sumatra
sosial kemanusiaan,kasi sodara sodara yg kena dampakorang orang yg gk punyamau mkn dh sulit dllyg mlh tel bencana
sosial kemanusiaan,yaa allah moga oleh tolong
sosial kemanusiaan,ayoo bantu saudara sumatera
kebijakan pemerintah,jabat pusat tindak presiden gak sumatera kalimantan sulawesi nusa tenggara papua indonesia senjang bangun didik ekonomi banding jawa sda keruk habis habis yg maju jawa sdm baik daerah ujung ujung bawa jawa senjang timbul iri iri ubah benci benci ubah dendam hati hati dendam yg timbul nkri harga mati
kebijakan pemerintah,alas bencana nasional takut exploitasi sumatra tahu jawa
pembalakan liar,gw sbg org padang sumatera barat karna jd dukung klo anda sumatera putus utk merdeka alias pisah republik indonesia karna ya gitu pas gilir sawit minyak lo buru claim milik indonesia pas getah kyk gin bencana alam si prabowo antek gk campur lu ngebayangin gk sih rumah lo hanyut karna banjir d ikutin gelondong kayu lu thu karna tebang ilegal ladang sawit lu harap si prabowo gercep ngirim helikopter tim sar pas lu buka hp video yg bilang bencana nasional anjaing lahn ang presiden apo ko
pembalakan liar,awak urang padang juo ko da bener kek nya sesumatra berdeka ajing gua tulus doa biar jawa anjig gk tenggalam iklim or kena musibah apa w mandang sodara banget tpi ngelihat respon jawa pantek tu serta rakyat tolol nya kek nya gk salah berdeka sesumatra penuh rasisin layak nya orang kalimat bal papua pulau kontol pantek ayo da orang sumatra siapin aja dah yg berdeka gk era da seindak e anak berikuik awak berderka lai uda bayangin aja aja dii hina gk anggap gimana nya gempa bumi cuman anggap gempa orang jawa iblis pantek tu
pembalakan liar,tuju opinini ferry pa prabowo harap dengar dg serius
sosial kemanusiaan,bnyak orang orang yg serakahgk peduli dg alampohon tebangitahah lubang manatrs ky rayagk gk dengar ataupura pura gk dengar
sosial kemanusiaan,guyss komen gw hapus kek bg fery yg nyadap akun yt gw kah inti gw komen analisis komparasi citra google earth sorry guys gw out bjir akun gw retas kek nya
pembalakan liar,lu komen ad nyinggung fery prabowo
sosial kemanusiaan,utama bumi over kapasitaskalo perang virusbumi sempat baik
sosial kemanusiaan,yg korban banjir tolong sabar kuat iya kuat mandiri sumatera jawa yg menye jawa anak emas sumatera mandiri kuat moga korban selamat nya cepat pulihh
sosial kemanusiaan,kau salah orang jawa emang anjing orang jawa nih pantek
pembalakan liar,kau pikir dijawa kena bencana alam kah paok kali kau bedebah
pembalakan liar,bangsat fake account orang bajing
sosial kemanusiaan,ya allahhhhhh
sosial kemanusiaan,prabowowo owok wowok ohoohok
sosial kemanusiaan,bang fery suara nya kyak bisik ya
sosial kemanusiaan,kontra tingkat status bencana nasional sensitif isu daulat politik potensi penyalahgunaan anggar kurang otonomi daerah turun percaya investor khawatir libat asing luas
kebijakan pemerintah,presiden udh tau sih sana bencana tau ditutupin
kebijakan pemerintah,ganti presiden fenomena bencana alam skala nasional presiden soekarno bencana alam letus gunung rapi tel ratus korban salah letus rapi besar era ri gempa tsunami flores wilayah ntt ratus korban banjir jakarta banjir parah era kota modern presiden soeharto bencana alam letus gunung rapi korban tewas letus gunung galunggung dampak dunia terbang pesawat british airways jatuh gempa flores tsunami korban rusa nasional gempa tsunami banyuwangi ratus korban presiden b j habibie bencana alam rusuh sosial pascareformasi picu bencana manusia bencana alam relatif minim gempa ambon konflik malu gabung bencana alam sosial presiden abdurrahman wahid gus dur bencana alam letus gunung ijen timbul racun evakuasi banjir jakarta salah banjir tahap kota modern presiden megawati soekarnoputri bencana alam gempa bengkulu ribu rumah rusak letus gunung rapi tingkat aktivitas banjir jakarta salah banjir buruk korban presiden susilo bambang yudhoyono sby era catat bencana alam skala nasional bencana alam tsunami aceh desember korban besar sejarah indonesia gempa yogyakarta korban tsunami pangandaran ratus korban letus rapi salah letus besar abad tewas mbah marijan gempa padang korban banjir nasional jabodetabek lumpuh presiden joko widodo jokowi bencana alam gempa lombok korban tsunami palu donggala likuefaksi korban tsunami selat sunda anak krakatau korban letus gunung sabung aktif bertahuntahun letus meru korban puluh gempa cianjur korban banjir bandang masamba skala nasional presiden prabowo subianto data jabat jalan bencana skala nasional erupsi gunung lewotobi evakuasi ribu warga la ni a banjir provinsi tingkat aktivitas anak krakatau
kebijakan pemerintah,riau kena imbas pasok sayur mayur yg dri daerahdaerah sumbar sulit distribusi alhasil harga julang aja cabe rawit yg tdinya harga k k x lipat moga perintah cepat tangan bencana yaa
