predicted_label,komentar
sosial kemanusiaan,mongvns beyipuffs tanyarlfes tuju gue ngomong bela karna gapernah asa dampak perintah fokus salahin kalp nuntut tuh bantu sumatra yg rawan gempa longsor banjir bandang tsunami salah salah
alih fungsi hutan,henti abur bencana sumatra banjir sumatra curah hujan rusa lingkung hilang hutan praktik ilegal logging rusak daya serap tanah cepat alir air mukim jabat
sosial kemanusiaan,xquitavee bahas duit ecek noh liat banjir bandang sumatra sebab laku elu diem bae orang bahas banjir donasi bantu korban banjir kirim bantu elu bahas bambu jaka sembung gawa golok
kebijakan pemerintah,fvcknownself mugglewnss raykairi panca marvelmaliki sbyudhoyono data walhi catat lepas kawasan hutan luas era jokowi juta ha sumatra deforestasi soeharto total juta ha banjir kait perintah selidik amp cabut izin usaha sumber walhi reuters kompas
sosial kemanusiaan,pray for sumatra data baru korban banjir sumatera buka mata hati ya allah menang gubernur aceh kampung hilang mana sawang jamboane bireun peusangan malam hilang mana aceh tsunami httpstcorszjhrmidf
sosial kemanusiaan,sumatra darurat banjir amp longsor landa wilayah ribu warga ungsi ayo tolong aksi peduli manusia donasi via qris prayforsumatra alleyesonsumatra mohon bantu rt httpstcoesnjotwci
sosial kemanusiaan,bantu korban banjir sumatra chery gelar program flood care httpstcobdehwxxrp
kebijakan pemerintah,ajg gw nang gara gara video nyariin istri pasca banjir sumatra
sosial kemanusiaan,bantu korban banjir sumatra chery gelar program flood care httpstcowcqsxdjig
sosial kemanusiaan,sharpandshark grrok askperplexity tolong sebut usaha elit politik relasi picu banjir sumatra
sosial kemanusiaan,orang nyata tinggal dunia akibat banjir bandang terjang pulau sumatra ratus ribu orang singkir tanah jadi bencana mati dekade saksi specialreport nestapa bumi sumatra sabtu desember httpstcowsidxfepa
sosial kemanusiaan,mampusssss gw gk iba ama yg lu rasain inilu liat aja bencana banjir sumatra gk bantu hari perintah gara pilih kontol lu nunda
sosial kemanusiaan,umkm dampak banjir sumatra restrukturisasipemutihan kredit simak lengkap httpstcooopgpwo baca artikel httpstcofhusgjzky news mostupdate umkm banjirsumatra restrukturisasi
alih fungsi hutan,eh bentar gue pikir abis bencana banjir yg sumatra gue percaya banget gegara tebang pohon illegal mostly hutan sana alih fungsi kebun sawit gue gak gera politik nanem pohon rakyat area pt
sosial kemanusiaan,sabar iklas warga korban longsor banjir sumatra borneoforsumatra httpstcovajstizxf
sosial kemanusiaan,tidur siang jaman trus hujan deras bangun takut banjir tidur liatin beritaberita banjir sumatra
sosial kemanusiaan,beneran gak bayang gimana sedih takut hopelessnya korban banjir sumatra hilang tinggal hilang orang cinta keluarga hilang nyawa ya allah moga bantu cepet distribusi rata aamiin
sosial kemanusiaan,kemenpora klarifikasi kait respons masyarakat rencana beri bantu alat olahraga buat indonesia korban banjir landa daerah aceh sumatra utara sumatra barat bolacomid blcbm menpora httpstcoduebakstd
alih fungsi hutan,hst tobrutt salamjari prabowo analisaku klaim lahan sawit prabowo aceh spt dlm gambar dasar lapor jaring advokasi tambang yg rusa hutan picu banjir sumatra sumber agam antaranews prabowo anggap isu indonesia gelap rekayasa koruptor megawati dorong berantas
sosial kemanusiaan,layourhands salamjari paham khawatir dasar info resmi starlink layan internet gratis desember korban banjir sumatra perintah indonesia perangkat kemenhan tni ad biaya operasional tanggung starlink moga
sosial kemanusiaan,layourhands salamjari bantu starlink gabung perangkat kemenhan tni ad distribusi daerah bencana sumatra layan internetnya gratis langsung starlink desember korban banjir info resmi starlink
sosial kemanusiaan,layourhands robe ya lapor duga pungli layan starlink gratis korban banjir sumatra tagih rprbjam password wifi starlink resmi tegas akses gratis desember bukti lapor otoritas kait ditindaklanjuti
sosial kemanusiaan,layourhands robe ya serius starlink layan internet gratis desember korban banjir sumatra perintah indonesia sebar terminal daerah dampak guna beli aktivasi aju tiket dukung
sosial kemanusiaan,robe grok serius bantu starlink korban banjir sumatra
sosial kemanusiaan,nenkmonica eropa butuh minyak goreng karna suplai minyak goreng biji matahari yg suplai ukraina rusia stop total prabowo banyak sawit china import kelapa indonesia rakyat indonesia bagi minyak mahal santan banjir sumatra
sosial kemanusiaan,ngeliat bencana banjir sumatra jujur gw bingung gimana ngatasinya kalo udah gin maksud tindak represif ambil kalo udah kaya gin air bagaimana tindak preventif cuman yaaaaaaaaaaaaaaaaaaaaaaaa
sosial kemanusiaan,help rt info warga jogja dst warga gunkidd komunitas potong rambut gunung kidul jogja bkin acara bakti sosial cukur massal bantu korban banjir sumatra kpn yakan cukur rambut donasi cus lgsung ikut ya httpstcoucscekyqfa
sosial kemanusiaan,video kondisi banjir sumatra kondisi sedih sakit kali liat zulkifli hasan bahlil raja juli hanif faisol suharyanto kepala bnpb banyak andil sebab kalo zalim tunggu karma
sosial kemanusiaan,topan senyar hantam barat laut indonesia keluar hujan lebat berharihari yg picu banjir bandang tanah longsor badai bawa bahaya kayu balak yg duga sbg tanda bhw gundul hutan mperparah hancur yg sebab siklon httpstcogmfubtnjr httpstcomuxohsbkt
sosial kemanusiaan,ajg saking bobrok jabat jadi banjir sumatra fufufafa jd liat better
sosial kemanusiaan,kemarenan gue bahas bantu ga dateng warga sumatra dampak banjir kena sakit sooner or later udah ga makan shelter rawan sakit korban jiwa takut nambahsemoga ngga
sosial kemanusiaan,halo insandiktisaintek mobilisasi guru bantu masyarakat dampak banjir aceh sumatra utara sumatra barat kemdiktisaintek dorong langkah cepat kampus bangun dapur httpstcoiejuoyxded
sosial kemanusiaan,rosinantedq noucampline ya zita anjani anak zulkifli hasan zulhas ketua pan menteri dagang indonesia konfirmasi sumber wikipedia berita kini video giat bantu korban banjir sumatra
sosial kemanusiaan,mrcplooo robe ksad maruli simanjuntak sebut pulsa starlink konferensi pers tanggulang bencana sumatra maksud biaya operasional langgan perangkat kemhan bayar tni ad klarifikasi layan starlink korban banjir sumatra gratis
sosial kemanusiaan,aceh amp sumatra guyur banjir longsor ganas banjir bandang tanah longsor serius lagilagi nerjangin aceh daerah sumatra bencana bikin musibah dampak ngeri banget korban jatuh httpstcolffixziur
sosial kemanusiaan,saudara menteri terang sedih miris marah bayang kayu diameter meter ratus tumbuh pohon httpstcolfzjamil
sosial kemanusiaan,ya sobat pr salah baca kunjung sumatra barat dedi mulyadi janji bangun kampung warga padang dampak banjir kdm ingin bangun kampung padang httpstcoallhdbke
sosial kemanusiaan,mrcplooo robe ya bantu starlink internet gratis desember korban banjir sumatra distribusi perintah indonesia tni ad pasang unit satelit wilayah dampak sumatera barat pulih konektivitas tni ban
sosial kemanusiaan,robe grok bantu starlink internet gratis warga sumatra dampak banjir titip tni
sosial kemanusiaan,fee nya njinnng httpstcooglnwfkun
kebijakan pemerintah,arypraske nakula anakogi antoniuscdn arighozi billray cakkhum chchotimah democrazymedia gmwarrios ngkongroses tunggu perintah dprri selesai polemik ijazah anak lambat lelet tunda bencana banjir bandang sumatra
kebijakan pemerintah,ga henti nang liat korban banjir longsor sumatra banget lelah bingung rasa banget capek yaallah pikir gimana harta aset habis ludes bencana gimana mula yaallah kuat yaallah
sosial kemanusiaan,ha lahan tani imbas banjir sumatra siasat tan httpstcogliekibc
sosial kemanusiaan,sedih banget liat video korban dampak banjir sumatra ga makan minum air hujan yg tadah pake botol plastik anak menang jasad bapak cari istri yg hilang hormat besar rawan jari pemrintah
sosial kemanusiaan,teddgus anjing anjing jilat pantat si jokowi buat banjir sumatra tong
sosial kemanusiaan,gila bgtt sm berita aceh sumatra liat banjir lumpur rumah rusaaak hewan pelihara byk yg jebak banjir byk makan korban yaa allaah kuat sabar puliihh korban yg dampak
sosial kemanusiaan,mahrennn jijik bangt ya ai semenjak banjir sumatra kemarin
sosial kemanusiaan,riset bli made amp mas fahrisalam temu tentara amp polisi organik tanah papua angka banding kapasitas old trafford duduk padang personel kirim tni banjir sumatra
sosial kemanusiaan,permainanu rahmatsn aceh landa banjir longsor parah november akibat hujan deras siklon korban tewas sumatra utara aceh ribu ungsi bantu militer tingkat akses sulit infrastruktur rusak video
sosial kemanusiaan,kapolri tim gabung turun susur wilayah hulu hilir daerah alir sungai das kena banjir httpstcowysgqcxmjn
sosial kemanusiaan,ya allah banjir sumatra jadi wib desa got manegen kota padangsidimpuan httpstcovpnpzbj
sosial kemanusiaan,blm banjir surut bersih beres kadang esok hari itu nanya basa basi foto lapor aja bikin kesel gimana asa warga sumatra coba liat perintah kaya tai lambat
sosial kemanusiaan,banjir sumatra bencana daerah korban ratus jiwa ratus ribu ungsi rusa masif krisis nasional tuntut sikap cepat pihak rakyat hal tsunami aceh httpstcojxngfhdlv
sosial kemanusiaan,perintah jakarta peduli dalam bencana banjir longsor sumatra gubernur pramonoanung instruksi jajar bpbd bumd gerak cepat kirim bantu sesuai butuh warga lapang bantu makan saji httpstcouovbuuy
kebijakan pemerintah,tan pasti banjir sumatra cetak sawah httpstcorzfockjkt
sosial kemanusiaan,persija bakrie negeri gelar misi manusia lelang jersey open donasi bantu masyarakat aceh sumatra dampak banjir bandang longsor hasil kumpul salur program bakrietanggap persija httpstcogqwiwlase
sosial kemanusiaan,pnkybebe kompascom iraha atuh bale endah teu banjir geus etamah alhamdulillah teu maraot teu ka kubur siga sumatra
sosial kemanusiaan,indepensumatera ya allahsumatra berdukasekarang bandung landa banjirya allahjauhkanlah musibah bangsa iniaamiiin
sosial kemanusiaan,banjir daerah sumatra tau parah hutan rusak sadar gimana kena musibah saudara palestina astaghfirullahaladzim
sosial kemanusiaan,ceuk orang oge geus eweuh mulyono kaluar mulyadi dibere denuk teh mulyadi sunda maraneh ngamuk jabar ekeur banjir ieu sibuk sumatra geus boga wilayah citra wilayah batur tolol dukung jeung nu milih
sosial kemanusiaan,subhanallah banjir dimanamana aceh sumatra utara sumatra barat titik malang subang bandung baleendah sap majalaya panas kering hujan ehh musibah ya allah uji tegur yaa
sosial kemanusiaan,malam putus cerita banjir pulau sumatra anak gue yg usia msh gue cerita skrg banjir rumah hilang rusak jd gak ditempatin orang tidur tenda yg dingin panas hujan
sosial kemanusiaan,bondellor salamjari ya layan starlink gratis des korban banjir sumatra langgan kit hardware beli rp juta aju kredit gratis via tiket dukung indonesia flood support biaya perangkat layan
sosial kemanusiaan,bondellor salamjari starlink sedia layan gratis desember korban banjir sumatra langgan kredit gratis otomatis tindak langgan beli amp aktif kit httpstcotrsqlrfbbu tiket dukung
sosial kemanusiaan,sedih banget liat pustaka pribadi yg kena banjir sumatra
sosial kemanusiaan,ayo donasi korban banjir sumatra miniharu desember wib httpstcozhyebjmob httpstcoabckyxut
sosial kemanusiaan,mahasiswa daerah dampak banjir pulau sumatra kota diri dm butuh bantu makan ragu maharacoffeforsumatra
alih fungsi hutan,indepensumatera sumatra bikin repot tsunami aceh banjir sumatra repot orang jawa bantu jawa pisah timor leste
sosial kemanusiaan,aliobeng arsipaja elonmusk prabowo bohong nyata elon musk starlink resmi layan internet starlink gratis korban banjir sumatra desember langgan existing video rujuk biaya alat perintah layan cek detail
sosial kemanusiaan,bencana banjir bandang pulau sumatra dampak sepak bola indonesia gelandang persiraja banda aceh kiper pss sleman httpstcogrtziz
sosial kemanusiaan,bencana banjir bandang pulau sumatra dampak sepak bola indonesia gelandang persiraja banda aceh kiper pss sleman httpstcokfnfoewt
sosial kemanusiaan,grok qodridio lokasi banjir sumatra november desember hph keluar periode
sosial kemanusiaan,sedih bgt liat video banjir sumatra yg rumah mobilnnya pelanpelan tenggelam hanyut moga korban rezeki lipat ganda recovery
sosial kemanusiaan,temanteman stay safe mana ya daerah potensi kena banjir moga gak makan korban sumatra pulih sending my deepest condolences to everyone affected
sosial kemanusiaan,maaf ya rt jadi sumatera banjir tntn pulau sumatra lahir makan minum nafas hasil tanah so ofc sedih bgt rusak jahat semenamena perintah korporasi rakus
sosial kemanusiaan,iradyaa persib tua bangka otak dungu perut gembrot ga kerja cuman hate speech doang w udah perhatiin lu ga giat ngatain tim bola isu sumatra dll lu bawa hate speech moga lu keluarga mati seret banjir bandang haram jadah
sosial kemanusiaan,bentuk peduli masyarakat bni life salur bantu program csr korban banjir longsor nagari salareh aia kec palembayan kab agam sumatra barat bni life salur bantu makan pokok butuh anakanak serah httpstcobztrjehn
kebijakan pemerintah,dpr perintah tanggap duga pungli wilayah dampak banjir sumatra anggota komisi i dpr ri fraksi pkb syamsu rizal kecam tindak singgung tiga mungut biaya operasional perangkat httpstcoqbfwpdwry
sosial kemanusiaan,publik tahu layan starlink korban banjir sumatra pungut biaya alias gratis kepala staf angkat darat ksad jenderal maruli simanjuntak bayar tagih starlink jumpa httpstcoreujilkj
sosial kemanusiaan,ceo spacex elon musk akun x pribadi usaha gratis layan starlink wilayah dampak bencana banjir sumatra starlink media sosial sebut layan gratis laku httpstcofkvswenn
sosial kemanusiaan,bencana banjir sumatra isu pungli starlink muncul media sosial x senin korban banjir bayar rp ribu jam akses kabar layan gratis isu panas ksad jenderal maruli simanjuntak httpstcoptycgyh
sosial kemanusiaan,bner bener stress liatin berita bencana sumatra kasiann bgt minum air banjir kasi bubuk teh biar ga bau masak nasi pake air banjir super coklat tahan hidup kuat tenaga blm hilang sanak saudara ya allahhh ga bayang
kebijakan pemerintah,upaya selamat korban banjir bandang sumatra anggota brimob polda sumut satu brimob hasil evakuasi warga jebak bayi brimobuntukindonesia evakuasibanjirsumut brimobpoldasumut sahabatpropam httpstcocmgsvhaa
alih fungsi hutan,indepensumatera org jawa gblk yg bantu banjir sumatra wkwk tau gak pantes bantu
sosial kemanusiaan,gua warga bekas tahun kena banjir tau persis korban ga listrik makan kadang susah barang rumah rusak capek bersihin lumpur pas recovery banjir bandang sumatra lekas pulih korban
alih fungsi hutan,si wowo ngotot ngomongin sawit karna sumatra lg darurat bbm nya tetep lestari sawit kek kocak banget bjir nih aki gak mikir banjir tuh bbm nya yg highlight gk darurat bbm tp makan jg gak
kebijakan pemerintah,yaallah nang bgt liat berita banjir sumatra ga sih derita dirasain sm perintah please
perubahan iklim,sumatra malang bandung banjir jakarta rob moga aman ya rek aamiin
sosial kemanusiaan,kepala sakit dada sek baca berita banjir sumatra ya allah
sosial kemanusiaan,bro bandung selatan banjir bro sampe masuk rumah bro bantu aceh sumatra kirim tangan kanan ieu jabar urus kocak
sosial kemanusiaan,ariefjohn mizuhashi hanhanjen fajarnugros a saur jungjungan na mah beliau cenah agenda ka sumatra banjir gede salahin cenah ceuk urang mah cicing weh heula matak naon nyaho lamun taun teh banjir longsor gempa jabar oge pik pek
sosial kemanusiaan,httpstcogfovaepr tpl sorot banjir longsor sumatra menteri ham lempar bola panas tim khusus jakartachannel tpl banjirsumatera penebanganhutan kementerianham nataliuspigai bencanaekologis auditlingkungan konflikagraria fyp fypyoutube fyp
kebijakan pemerintah,ngeliat tangan musibah banjir sumatra perintah ga sat set ya basarnas bpnp bentuk tahun ya liat sosmed laku jabat amp tangan ungsi jg bikin ngelus dada
